team_clean,season_start,games_played,wins,losses,win_pct,avg_points_scored,avg_points_allowed,avg_point_differential,avg_off_rating,avg_def_rating,avg_net_rating,avg_true_shooting_pct,avg_effective_fg_pct,avg_efg_pct,avg_fta_rate,avg_oreb_pct,avg_turnover_pct,avg_opp_efg_pct,home_games,home_wins,avg_home_points_scored,avg_home_points_allowed,away_games,away_wins,avg_away_points_scored,avg_away_points_allowed
Oklahoma City Thunder,2022,88,44,44,0.5,116.95,115.82,1.14,107.98,106.27,1.72,0.5582,0.5123,0.5123,0.3227,0.2867,0.1623,0.5132,42,24,120.24,115.21,46,20,113.96,116.37
Orlando Magic,2022,87,38,49,0.437,111.13,113.47,-2.34,103.94,102.6,1.36,0.557,0.5154,0.5154,0.2646,0.265,0.1864,0.5134,43,22,114.19,114.35,44,16,108.14,112.61
Philadelphia 76ers,2022,97,65,32,0.67,113.69,109.79,3.9,109.89,108.65,1.27,0.5503,0.506,0.506,0.2248,0.2965,0.1327,0.5341,48,34,112.81,108.46,49,31,114.55,111.1
Phoenix Suns,2022,96,52,44,0.542,113.57,112.05,1.52,113.81,115.41,-1.59,0.5769,0.5331,0.5331,0.2923,0.2816,0.1319,0.5353,48,32,114.6,110.44,48,20,112.54,113.67
Portland Trail Blazers,2022,86,33,53,0.384,112.66,117.5,-4.84,97.27,118.63,-21.38,0.5252,0.4652,0.4652,0.421,0.2695,0.187,0.5662,42,17,115.26,119.29,44,16,110.18,115.8
Sacramento Kings,2022,93,55,38,0.591,120.03,116.68,3.35,110.18,102.35,7.85,0.5429,0.5095,0.5095,0.2702,0.3414,0.1442,0.4901,47,27,122.83,118.64,46,28,117.17,114.67
San Antonio Spurs,2022,87,23,64,0.264,112.46,122.54,-10.08,97.84,107.88,-10.04,0.5212,0.4832,0.4832,0.3032,0.2506,0.1766,0.5276,44,14,114.23,120.66,43,9,110.65,124.47
Toronto Raptors,2022,88,44,44,0.5,112.88,111.45,1.42,105.32,104.8,0.5,0.5165,0.4825,0.4825,0.3523,0.3372,0.1422,0.5102,45,29,114.29,109.76,43,15,111.4,113.23
Utah Jazz,2022,86,38,48,0.442,116.34,117.65,-1.31,97.17,104.72,-7.55,0.4985,0.4743,0.4743,0.2665,0.325,0.1908,0.5378,43,23,117.23,116.7,43,15,115.44,118.6
Washington Wizards,2022,85,36,49,0.424,112.69,114.05,-1.35,101.1,107.53,-6.43,0.507,0.4617,0.4617,0.2623,0.289,0.141,0.5057,41,19,114.24,114.61,44,17,111.25,113.52
Atlanta Hawks,2023,88,39,49,0.443,117.7,120.03,-2.33,104.98,109.82,-4.83,0.5622,0.525,0.525,0.2705,0.2803,0.185,0.5745,44,24,120.89,119.68,44,15,114.52,120.39
Boston Celtics,2023,106,84,22,0.792,118.27,107.56,10.72,116.68,107.51,9.17,0.5872,0.5533,0.5533,0.2358,0.2862,0.1305,0.5231,54,48,120.8,106.56,52,36,115.65,108.6
Brooklyn Nets,2023,85,33,52,0.388,110.61,113.49,-2.88,110.23,111.9,-1.67,0.6033,0.5553,0.5553,0.348,0.2503,0.1967,0.5247,42,20,112.4,111.36,43,13,108.86,115.58
Charlotte Hornets,2023,86,22,64,0.256,106.48,116.66,-10.19,97.4,104.97,-7.58,0.511,0.4698,0.4698,0.2887,0.2642,0.1767,0.4895,43,12,108.09,116.37,43,10,104.86,116.95
Chicago Bulls,2023,89,41,48,0.461,112.04,113.67,-1.63,107.49,111.41,-3.93,0.5373,0.5079,0.5079,0.1767,0.3184,0.1486,0.5619,45,22,112.09,111.96,44,19,112.0,115.43
Cleveland Cavaliers,2023,97,53,44,0.546,110.61,109.35,1.26,103.75,109.65,-5.91,0.5418,0.5127,0.5127,0.2111,0.2239,0.1413,0.5177,48,30,112.44,108.77,49,23,108.82,109.92
Dallas Mavericks,2023,107,64,43,0.598,114.99,112.86,2.13,111.56,109.68,1.86,0.5624,0.5325,0.5325,0.2727,0.2928,0.1369,0.5136,53,32,116.17,112.28,54,32,113.83,113.43
Denver Nuggets,2023,99,67,32,0.677,113.18,108.95,4.23,110.26,110.53,-0.28,0.5632,0.5302,0.5302,0.2191,0.2595,0.1384,0.5367,49,38,115.9,107.65,50,29,110.52,110.22
Detroit Pistons,2023,86,16,70,0.186,110.3,119.09,-8.79,108.35,109.65,-1.35,0.5797,0.5473,0.5473,0.314,0.265,0.167,0.5192,41,7,110.71,118.63,45,9,109.93,119.51
Golden State Warriors,2023,88,50,38,0.568,117.72,115.3,2.42,109.0,110.97,-1.97,0.583,0.546,0.546,0.2925,0.29,0.1702,0.5338,44,23,117.61,116.68,44,27,117.82,113.91
Houston Rockets,2023,87,45,42,0.517,114.13,112.45,1.68,104.62,94.9,9.74,0.542,0.4932,0.4932,0.3396,0.2984,0.1546,0.4848,43,29,116.0,110.33,44,16,112.3,114.52
Indiana Pacers,2023,104,57,47,0.548,121.2,118.9,2.3,117.14,116.84,0.3,0.588,0.564,0.564,0.1997,0.2981,0.135,0.5373,51,34,123.53,116.25,53,23,118.96,121.45
Los Angeles Clippers,2023,92,55,37,0.598,114.0,111.51,2.49,106.18,110.36,-4.19,0.5376,0.4972,0.4972,0.2601,0.3015,0.1496,0.5151,48,28,113.08,110.98,44,27,115.0,112.09
Los Angeles Lakers,2023,95,52,43,0.547,116.97,116.84,0.13,106.1,110.78,-4.67,0.5649,0.5336,0.5336,0.2667,0.21,0.1375,0.5313,50,32,118.12,114.58,45,20,115.69,119.36
Memphis Grizzlies,2023,87,29,58,0.333,106.37,113.03,-6.67,107.08,109.08,-1.96,0.5574,0.5248,0.5248,0.2458,0.258,0.1534,0.5208,43,11,104.58,111.37,44,18,108.11,114.66
Miami Heat,2023,94,50,44,0.532,109.21,108.44,0.78,105.95,112.18,-6.22,0.5511,0.5181,0.5181,0.2006,0.2537,0.1533,0.5333,47,25,111.3,109.7,47,25,107.13,107.17
Milwaukee Bucks,2023,93,54,39,0.581,117.82,115.76,2.05,110.59,112.51,-1.93,0.555,0.5202,0.5202,0.2388,0.275,0.1369,0.5419,47,35,120.21,113.87,46,19,115.37,117.7
Minnesota Timberwolves,2023,102,69,33,0.676,112.1,105.88,6.22,113.87,108.92,4.97,0.5792,0.5429,0.5429,0.2727,0.3008,0.1419,0.5299,50,34,111.1,103.66,52,35,113.06,108.02
New Orleans Pelicans,2023,92,51,41,0.554,113.11,110.29,2.82,97.97,107.74,-9.78,0.5185,0.4885,0.4885,0.2015,0.2807,0.1882,0.5366,46,22,112.43,111.09,46,29,113.78,109.5
New York Knicks,2023,99,58,41,0.586,112.32,109.2,3.12,116.35,120.59,-4.22,0.5611,0.5246,0.5246,0.2855,0.3446,0.1277,0.5705,51,33,111.63,106.88,48,25,113.06,111.67
Oklahoma City Thunder,2023,97,65,32,0.67,118.62,111.53,7.09,111.74,106.55,5.21,0.57,0.5363,0.5363,0.2505,0.2533,0.1233,0.5213,50,38,121.44,109.74,47,27,115.62,113.43
Orlando Magic,2023,92,52,40,0.565,109.59,107.36,2.23,105.33,100.93,4.42,0.5323,0.4894,0.4894,0.2865,0.2955,0.151,0.4979,45,32,112.09,103.96,47,20,107.19,110.62
Philadelphia 76ers,2023,93,52,41,0.559,114.03,111.31,2.72,114.01,113.81,0.18,0.5675,0.5261,0.5261,0.2667,0.3051,0.1363,0.5225,47,28,114.72,110.3,46,24,113.33,112.35
Phoenix Suns,2023,91,53,38,0.582,115.87,113.32,2.55,112.16,113.64,-1.49,0.5883,0.5359,0.5359,0.3592,0.2692,0.1656,0.5434,45,26,115.51,113.22,46,27,116.22,113.41
Portland Trail Blazers,2023,85,21,64,0.247,106.73,115.75,-9.02,110.47,119.77,-9.3,0.57,0.5483,0.5483,0.2277,0.333,0.1757,0.587,42,11,108.12,114.86,43,10,105.37,116.63
Sacramento Kings,2023,89,48,41,0.539,115.96,114.44,1.52,106.33,106.14,0.2,0.5344,0.5044,0.5044,0.2116,0.2699,0.1389,0.5411,44,26,118.39,115.8,45,22,113.58,113.11
San Antonio Spurs,2023,87,25,62,0.287,112.2,118.03,-5.84,108.62,104.3,4.3,0.5622,0.534,0.534,0.3008,0.2778,0.1558,0.4736,44,14,113.86,117.27,43,11,110.49,118.81
Toronto Raptors,2023,85,28,57,0.329,112.53,118.12,-5.59,111.07,94.3,16.77,0.6033,0.558,0.558,0.3973,0.3257,0.2043,0.4533,43,16,110.95,115.6,42,12,114.14,120.69
Utah Jazz,2023,86,33,53,0.384,115.51,120.15,-4.64,109.23,108.45,0.78,0.5723,0.5353,0.5353,0.3297,0.3182,0.1755,0.4987,42,22,119.98,118.17,44,11,111.25,122.05
Washington Wizards,2023,85,17,68,0.2,113.58,122.6,-9.02,103.07,104.6,-1.53,0.5277,0.4783,0.4783,0.257,0.2173,0.1227,0.505,42,8,112.48,121.19,43,9,114.65,123.98
Atlanta Hawks,2024,87,41,46,0.471,117.63,119.37,-1.74,102.7,112.48,-9.78,0.5238,0.4927,0.4927,0.2228,0.2745,0.1565,0.5612,42,22,118.26,119.88,45,19,117.04,118.89
Boston Celtics,2024,98,71,27,0.724,115.37,106.28,9.09,116.67,107.01,9.65,0.5757,0.5384,0.5384,0.259,0.31,0.1357,0.4929,50,35,116.64,106.26,48,36,114.04,106.29
Brooklyn Nets,2024,86,27,59,0.314,105.38,112.12,-6.73,109.5,108.1,1.4,0.5548,0.5188,0.5188,0.3035,0.3105,0.153,0.537,43,13,104.6,112.14,43,14,106.16,112.09
Charlotte Hornets,2024,85,20,65,0.235,105.76,114.0,-8.24,106.06,103.3,2.78,0.5658,0.54,0.54,0.2266,0.3268,0.2092,0.4994,43,13,106.53,111.74,42,7,104.98,116.31
Chicago Bulls,2024,88,42,46,0.477,117.7,119.36,-1.66,105.42,108.1,-2.67,0.5385,0.505,0.505,0.228,0.248,0.1495,0.5082,45,20,116.76,119.24,43,22,118.7,119.49
Cleveland Cavaliers,2024,95,69,26,0.726,121.39,112.41,8.98,116.82,110.81,6.02,0.5818,0.5365,0.5365,0.3205,0.3001,0.1309,0.5548,48,36,121.58,111.83,47,33,121.19,113.0
Dallas Mavericks,2024,88,41,47,0.466,113.78,114.89,-1.1,107.1,106.18,0.92,0.5687,0.5327,0.5327,0.2662,0.2505,0.1667,0.5167,43,23,113.91,110.84,45,18,113.67,118.76
Denver Nuggets,2024,101,58,43,0.574,118.29,116.38,1.91,108.23,115.17,-6.93,0.5552,0.5174,0.5174,0.3039,0.3236,0.1696,0.5454,51,31,120.16,115.33,50,27,116.38,117.44
Detroit Pistons,2024,93,49,44,0.527,114.39,112.35,2.03,107.39,103.89,3.51,0.5557,0.5133,0.5133,0.2802,0.3026,0.1677,0.5055,47,24,114.11,112.13,46,25,114.67,112.59
Golden State Warriors,2024,101,60,41,0.594,112.52,109.12,3.41,110.75,107.13,3.63,0.5665,0.5321,0.5321,0.2484,0.3016,0.1567,0.512,50,30,112.24,108.86,51,30,112.8,109.37
Houston Rockets,2024,92,57,35,0.62,113.93,109.5,4.43,111.82,108.68,3.15,0.5561,0.5227,0.5227,0.3358,0.3565,0.1532,0.507,47,33,113.68,106.79,45,24,114.2,112.33
Indiana Pacers,2024,109,67,42,0.615,116.92,114.7,2.22,114.85,112.54,2.31,0.6007,0.564,0.564,0.2941,0.2637,0.1468,0.524,54,38,117.87,113.43,55,29,115.98,115.95
Los Angeles Clippers,2024,93,56,37,0.602,112.04,107.77,4.27,110.86,106.46,4.39,0.5763,0.5473,0.5473,0.2687,0.2721,0.1514,0.5102,48,35,113.35,104.54,45,21,110.64,111.22
Los Angeles Lakers,2024,91,52,39,0.571,112.14,112.47,-0.33,103.85,114.54,-10.69,0.5385,0.4995,0.4995,0.2431,0.2725,0.1633,0.536,45,31,113.42,110.53,46,21,110.89,114.37
Memphis Grizzlies,2024,93,52,41,0.559,120.28,116.94,3.34,106.17,114.38,-8.23,0.5566,0.5153,0.5153,0.2715,0.3333,0.1875,0.5458,46,27,121.89,115.7,47,25,118.7,118.15
Miami Heat,2024,93,43,50,0.462,110.17,110.52,-0.34,107.12,115.54,-8.43,0.5618,0.5393,0.5393,0.2197,0.2742,0.1591,0.5592,46,22,110.63,111.04,47,21,109.72,110.0
Milwaukee Bucks,2024,91,50,41,0.549,114.21,112.91,1.3,103.52,114.5,-10.99,0.5377,0.5101,0.5101,0.2213,0.2513,0.1504,0.5502,46,30,117.57,112.63,45,20,110.78,113.2
Minnesota Timberwolves,2024,102,60,42,0.588,113.84,109.29,4.55,113.67,110.56,3.12,0.5738,0.5408,0.5408,0.2557,0.3258,0.158,0.5343,50,31,116.4,108.92,52,29,111.38,109.65
New Orleans Pelicans,2024,84,22,62,0.262,109.55,118.94,-9.39,97.73,103.8,-6.07,0.5227,0.4837,0.4837,0.255,0.243,0.1717,0.4997,41,15,111.0,116.22,43,7,108.16,121.53
New York Knicks,2024,105,65,40,0.619,114.64,111.1,3.53,111.87,110.92,0.95,0.5571,0.514,0.514,0.3039,0.3147,0.137,0.5297,53,34,116.42,109.89,52,31,112.83,112.35
Oklahoma City Thunder,2024,110,87,23,0.791,118.66,107.19,11.47,113.37,105.06,8.31,0.566,0.5259,0.5259,0.2801,0.2856,0.1249,0.5052,58,48,120.88,105.76,52,39,116.19,108.79
Orlando Magic,2024,91,44,47,0.484,103.65,104.27,-0.63,106.07,109.91,-3.83,0.5289,0.4931,0.4931,0.2762,0.2974,0.1486,0.5094,45,25,105.73,103.09,46,18,101.61,105.43
Philadelphia 76ers,2024,87,26,61,0.299,109.29,115.6,-6.31,102.16,110.1,-7.96,0.5278,0.4852,0.4852,0.2666,0.2862,0.159,0.5484,42,13,109.45,115.26,45,13,109.13,115.91
Phoenix Suns,2024,87,39,48,0.448,113.46,116.38,-2.92,105.1,106.54,-1.46,0.5524,0.5264,0.5264,0.1852,0.218,0.1482,0.5124,43,24,113.7,114.44,44,15,113.23,118.27
Portland Trail Blazers,2024,85,38,47,0.447,110.84,113.05,-2.21,105.43,87.97,17.47,0.528,0.491,0.491,0.2833,0.3333,0.167,0.436,42,23,113.0,112.62,43,15,108.72,113.47
Sacramento Kings,2024,88,40,48,0.455,114.82,115.19,-0.37,101.85,113.35,-11.52,0.513,0.4813,0.4813,0.22,0.3277,0.1747,0.6038,44,20,115.05,114.77,44,20,114.59,115.61
San Antonio Spurs,2024,86,36,50,0.419,112.7,115.17,-2.48,108.36,111.46,-3.14,0.5766,0.551,0.551,0.2802,0.259,0.1578,0.558,44,22,114.09,114.86,42,14,111.24,115.5
Toronto Raptors,2024,87,33,54,0.379,111.0,114.93,-3.93,111.08,108.48,2.64,0.5626,0.5356,0.5356,0.222,0.3502,0.1772,0.514,43,20,112.37,114.37,44,13,109.66,115.48
Utah Jazz,2024,87,19,68,0.218,110.33,119.63,-9.3,105.46,110.42,-4.94,0.5822,0.5252,0.5252,0.3904,0.3056,0.2162,0.5194,43,11,108.53,117.07,44,8,112.09,122.14
Washington Wizards,2024,87,21,66,0.241,106.43,118.77,-12.34,98.92,113.66,-14.74,0.5516,0.5194,0.5194,0.3122,0.2736,0.2006,0.5232,43,10,109.77,121.56,44,10,103.16,116.05
Atlanta Hawks,2025,68,35,33,0.515,117.69,117.57,0.12,113.18,114.19,-1.01,0.5805,0.5503,0.5503,0.2365,0.2712,0.1398,0.5462,33,16,116.64,117.06,35,19,118.69,118.06
Boston Celtics,2025,67,45,22,0.672,114.78,106.97,7.81,119.9,111.64,8.25,0.5819,0.5521,0.5521,0.2173,0.3384,0.1313,0.52,33,23,115.15,107.55,34,22,114.41,106.41
Brooklyn Nets,2025,67,18,49,0.269,107.57,115.36,-7.79,110.67,117.59,-6.92,0.5665,0.5283,0.5283,0.2814,0.3087,0.1649,0.5628,32,9,111.53,114.72,35,9,103.94,115.94
Charlotte Hornets,2025,69,34,35,0.493,116.48,113.1,3.38,116.69,114.66,2.03,0.5862,0.5484,0.5484,0.2624,0.3517,0.1617,0.5495,33,15,114.21,113.09,36,19,118.56,113.11
Chicago Bulls,2025,68,29,39,0.426,115.85,119.75,-3.9,113.5,116.79,-3.29,0.5861,0.5536,0.5536,0.2494,0.2765,0.1422,0.5503,37,18,114.97,117.41,31,11,116.9,122.55
Cleveland Cavaliers,2025,67,40,27,0.597,118.79,115.12,3.67,116.23,112.97,3.25,0.5847,0.5526,0.5526,0.2539,0.302,0.1431,0.5434,34,22,118.56,113.47,33,18,119.03,116.82
Dallas Mavericks,2025,67,24,43,0.358,113.36,116.66,-3.3,110.32,111.85,-1.54,0.5673,0.5315,0.5315,0.2825,0.2753,0.1432,0.5259,35,15,114.31,115.91,32,9,112.31,117.47
Denver Nuggets,2025,69,42,27,0.609,119.36,115.83,3.54,119.68,116.07,3.61,0.6125,0.5723,0.5723,0.3012,0.2805,0.131,0.5396,32,18,117.56,115.69,37,24,120.92,115.95
Detroit Pistons,2025,66,47,19,0.712,116.65,109.7,6.95,116.26,108.59,7.68,0.5825,0.5468,0.5468,0.3064,0.3416,0.1543,0.5165,33,25,117.15,107.03,33,22,116.15,112.36
Golden State Warriors,2025,68,35,33,0.515,115.07,113.9,1.18,114.05,111.74,2.31,0.5906,0.5553,0.5553,0.2485,0.2953,0.1586,0.5395,35,21,117.49,114.46,33,14,112.52,113.3
Houston Rockets,2025,66,43,23,0.652,115.53,109.98,5.55,117.81,112.38,5.42,0.5742,0.5394,0.5394,0.2778,0.397,0.1548,0.5336,31,23,114.61,107.81,35,20,116.34,111.91
Indiana Pacers,2025,67,17,50,0.254,111.67,120.04,-8.37,108.74,116.2,-7.46,0.5586,0.521,0.521,0.2689,0.2714,0.144,0.5492,34,11,113.94,118.53,33,6,109.33,121.61
Los Angeles Clippers,2025,67,34,33,0.507,112.6,111.37,1.22,115.75,115.19,0.55,0.6029,0.5595,0.5595,0.2988,0.2862,0.1566,0.5415,31,17,114.16,109.94,36,17,111.25,112.61
Los Angeles Lakers,2025,69,39,30,0.565,114.93,115.16,-0.23,115.34,116.46,-1.12,0.6013,0.5625,0.5625,0.3298,0.2921,0.153,0.5654,35,20,116.37,115.86,34,19,113.44,114.44
Memphis Grizzlies,2025,67,24,43,0.358,115.81,118.6,-2.79,113.14,115.94,-2.79,0.5698,0.5315,0.5315,0.2696,0.3176,0.1513,0.5483,34,12,116.53,118.29,33,12,115.06,118.91
Miami Heat,2025,70,35,35,0.5,119.33,116.93,2.4,112.35,112.08,0.27,0.567,0.5286,0.5286,0.2704,0.2888,0.1387,0.5335,35,20,120.71,116.77,35,15,117.94,117.09
Milwaukee Bucks,2025,66,30,36,0.455,111.59,115.21,-3.62,112.71,115.85,-3.15,0.5932,0.5684,0.5684,0.243,0.2477,0.1464,0.5453,33,16,114.18,116.97,33,14,109.0,113.45
Minnesota Timberwolves,2025,70,42,28,0.6,118.71,114.31,4.4,116.65,112.22,4.44,0.5962,0.5629,0.5629,0.2926,0.3069,0.1442,0.5314,36,23,115.83,110.44,34,19,121.76,118.41
New Orleans Pelicans,2025,69,22,47,0.319,115.54,119.77,-4.23,112.59,117.81,-5.22,0.5643,0.5239,0.5239,0.2785,0.3118,0.1395,0.5589,35,13,117.63,119.37,34,9,113.38,120.18
New York Knicks,2025,70,46,24,0.657,116.5,110.06,6.44,117.39,112.49,4.9,0.5806,0.5471,0.5471,0.247,0.3269,0.1402,0.5394,37,27,117.05,108.81,33,19,115.88,111.45
Oklahoma City Thunder,2025,71,54,17,0.761,117.86,107.72,10.14,116.56,105.69,10.86,0.6,0.5604,0.5604,0.2692,0.2486,0.1256,0.516,35,28,117.63,106.37,36,26,118.08,109.03
Orlando Magic,2025,66,38,28,0.576,115.55,113.82,1.73,114.3,114.0,0.29,0.5747,0.5295,0.5295,0.3144,0.3199,0.1419,0.5476,34,22,115.76,113.41,32,16,115.31,114.25
Philadelphia 76ers,2025,67,35,32,0.522,115.04,115.87,-0.82,114.37,113.57,0.8,0.5724,0.5286,0.5286,0.2841,0.3122,0.1386,0.541,36,18,114.25,117.06,31,17,115.97,114.48
Phoenix Suns,2025,67,39,28,0.582,112.22,110.87,1.36,114.37,111.63,2.74,0.575,0.5426,0.5426,0.2363,0.3287,0.1514,0.5385,36,22,111.22,108.19,31,17,113.39,113.97
Portland Trail Blazers,2025,68,31,37,0.456,115.49,118.53,-3.04,112.94,115.41,-2.47,0.5666,0.527,0.527,0.294,0.3529,0.1672,0.5467,33,17,117.94,118.79,35,14,113.17,118.29
Sacramento Kings,2025,68,15,53,0.221,110.54,121.21,-10.66,110.18,119.57,-9.4,0.5632,0.5265,0.5265,0.2691,0.2885,0.146,0.5638,33,9,111.12,119.39,35,6,110.0,122.91
San Antonio Spurs,2025,69,51,18,0.739,118.57,111.26,7.3,116.69,110.45,6.24,0.59,0.5515,0.5515,0.2973,0.3036,0.1396,0.5294,32,26,120.09,110.62,37,25,117.24,111.81
Toronto Raptors,2025,68,39,29,0.574,113.6,112.07,1.53,113.28,111.82,1.47,0.5702,0.535,0.535,0.2557,0.3038,0.1396,0.5371,35,18,112.6,112.4,33,21,114.67,111.73
Utah Jazz,2025,68,20,48,0.294,117.69,125.29,-7.6,114.02,122.12,-8.09,0.5837,0.5425,0.5425,0.2934,0.2978,0.1509,0.577,34,12,120.85,127.24,34,8,114.53,123.35
Washington Wizards,2025,65,17,48,0.262,112.11,122.51,-10.4,109.49,119.33,-9.84,0.5619,0.5278,0.5278,0.2503,0.2963,0.153,0.5497,34,11,114.06,122.76,31,6,109.97,122.23
